year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja4cr334676,ca,34.0,45384.0,silver,black,wheels exchange llc,11700,12100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f56ce335830,ca,41.0,103097.0,white,gray,ahfc/honda lease trust/hvt  inc.,9225,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Pilot,EX-L,SUV,automatic,5fnyf3h52cb009680,ca,35.0,29120.0,black,gray,ahfc/honda lease trust/hvt  inc.,24600,23000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek8cm423176,ca,47.0,13076.0,black,—,nissan infiniti lt,23600,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f55ce326262,ca,24.0,36218.0,black,gray,ahfc/honda lease trust/hvt  inc. eot,10950,10600,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a40ca060750,ca,5.0,17437.0,black,gray,hyundai motor america/co car,14650,17400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd6cu201906,ca,4.0,28016.0,black,black,high bid trading co inc,17650,19100,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ac7cu342721,ca,2.0,44645.0,black,gray,hyundai motor finance,14450,12000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe3cm200777,ca,24.0,5710.0,black,black,nissan infiniti lt,28100,26250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Coupe,automatic,1zvbp8am1c5278897,ca,36.0,37966.0,red,black,ford motor credit company llc pd,13300,12100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja0cr238558,ca,38.0,51424.0,white,beige,galpin ford studio rentals,11200,11250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f38ca215423,ca,44.0,33415.0,silver,gray,ahfc/honda lease trust/hvt  inc.,12000,13400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Pilot,EX,SUV,automatic,5fnyf3h43cb016418,ca,2.0,36828.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,20200,17200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f66ca042222,ca,35.0,30866.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,13200,13900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Pilot,EX-L,SUV,automatic,5fnyf3h57cb025342,ca,38.0,35501.0,black,gray,onemain rem/m&m auto traders,23900,23500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f65ca220069,ca,37.0,36706.0,silver,black,ahfc/honda lease trust/hvt  inc.,12900,14000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3ch290449,ca,4.0,42665.0,blue,gray,hyundai motor america/co car,10800,11600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap3cm813009,ca,35.0,19831.0,gray,black,nissan infiniti lt,19800,18500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jaxcr146051,ca,41.0,39057.0,—,tan,wheels exchange llc,12200,10800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha5cr238545,ca,38.0,52012.0,blue,black,galpin ford studio rentals,10250,9250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f69ca039766,ca,19.0,14528.0,black,gray,ahfc/honda lease trust/hvt  inc. eot,13950,14000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8ch376601,ca,41.0,35584.0,black,beige,hyundai motor finance,11150,12700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0hg4cr305639,ca,34.0,69921.0,black,black,dtg operations inc,9075,9100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em3c5273324,ca,33.0,47558.0,black,black,dtg operations inc,11650,11400,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd2cu159668,ca,34.0,74227.0,purple,beige,hyundai motor finance,12750,13800,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap4cm812693,ca,47.0,14334.0,black,black,nissan infiniti lt,20400,20250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Pilot,Touring,SUV,automatic,5fnyf3h99cb009193,ca,37.0,57075.0,black,gray,high bid trading co inc,23900,24500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac5ch396608,ca,45.0,35729.0,silver,gray,hyundai motor finance,15650,16300,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Coupe,automatic,1zvbp8am1c5212091,ca,41.0,64757.0,white,black,chrysler capital,12750,13250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f87ca065414,ca,46.0,39312.0,black,black,ahfc/honda lease trust/hvt  inc. eot,14200,15800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae4cu132368,ca,35.0,42403.0,gray,gray,hyundai motor finance,8025,8000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8ch421391,ca,4.0,40065.0,silver,gray,hyundai motor finance,10950,11900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f65ca245389,ca,35.0,30908.0,gray,black,ahfc/honda lease trust/hvt  inc.,13200,14100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f68ca026944,ca,19.0,31377.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,13150,12500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7ch368554,ca,22.0,28181.0,white,beige,hyundai motor finance,11500,10200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,2hgfb2f56ch546404,ca,37.0,43570.0,red,tan,ahfc/honda lease trust/hvt  inc. eot,10750,12200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Coupe,automatic,2hgfg3b52ch516894,ca,21.0,44061.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,10400,9700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f44ca017057,ca,26.0,24318.0,white,gray,ahfc/honda lease trust/hvt  inc. eot,12850,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd8cu171159,ca,46.0,40341.0,black,black,hyundai motor finance,16250,19800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Odyssey,LX,Minivan,automatic,5fnrl5h22cb004798,ca,32.0,83734.0,beige,beige,onemain rem/m&m auto traders,12900,13700,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2012,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae2cu281450,ca,36.0,34230.0,gray,gray,hyundai motor finance,12200,12700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Coupe,automatic,2hgfg3b50ch530888,ca,26.0,56731.0,black,gray,ahfc/honda lease trust/hvt  inc.,10000,9100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap6cm813070,ca,44.0,20345.0,gray,black,nissan infiniti lt,19750,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Civic,EX,Sedan,automatic,2hgfb2f80ch320417,ca,21.0,32403.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,12300,11500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,EX-L,Sedan,automatic,19xfb2f90ce329122,ca,19.0,14958.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,14150,12800,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0ch065420,ca,2.0,37504.0,black,beige,hyundai motor finance,10250,7100,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2012,Hyundai,Azera,Base,Sedan,automatic,kmhfg4jg9ca155326,ca,45.0,46218.0,black,black,hyundai motor finance,16950,18000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f65ca058119,ca,21.0,25626.0,black,black,ahfc/honda lease trust/hvt  inc. eot,13600,13100,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jaxcr262804,ca,28.0,85069.0,gray,tan,donlen corporation,8600,7900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4cr310450,ca,37.0,37315.0,gray,black,ford motor credit company llc pd,11200,12200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4ch396389,ca,37.0,48502.0,gray,gray,hyundai motor finance,10500,11500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,EX,Coupe,automatic,2hgfg3b89ch515431,ca,3.0,44830.0,blue,gray,barber honda,10700,10750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l39cr226339,ca,41.0,64948.0,white,black,m/r motors inc,12050,12000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Odyssey,EX,Minivan,automatic,5fnrl5h41cb073757,ca,36.0,36351.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,17800,19100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4cr176880,ca,35.0,28992.0,silver,beige,ford motor credit company llc pd,11750,12200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f63ca045143,ca,42.0,20187.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,13700,15300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd7cu191208,ca,39.0,61835.0,silver,black,the hertz corporation,14550,11800,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap2cm810117,ca,26.0,30100.0,gray,black,nissan infiniti lt,18850,15000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Civic,EX,Sedan,automatic,19xfb2f89ce349795,ca,22.0,35823.0,black,gray,ahfc/honda lease trust/hvt  inc. eot,12150,11200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Accent,GLS,Sedan,automatic,kmhcu4ae2cu137324,ca,19.0,40558.0,blue,gray,hyundai motor finance,8100,7900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew8cg143769,ca,25.0,55817.0,gray,beige,ford motor credit company llc pd,13250,10600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp3f88ca039488,ca,44.0,25954.0,white,beige,bank of the west,16500,17800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7bn1ct108619,ca,19.0,70018.0,—,gray,wheels exchange llc,12000,11000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Taurus,SE,Sedan,automatic,1fahp2dw5cg120127,ca,2.0,56916.0,white,tan,enterprise vehicle exchange / tra / rental / tulsa,11800,10200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5ch495089,ca,35.0,60874.0,gray,gray,high bid trading co inc,9875,10000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Honda,Crosstour,EX-L,Hatchback,automatic,5j6tf1h50cl000661,ca,41.0,32023.0,white,black,ahfc/honda lease trust/hvt  inc. eot,18400,18400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,2hgfb2f5xch584427,ca,26.0,21036.0,gray,gray,myrddin fleet services,11850,11300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,FX,FX35,SUV,automatic,jn8as1mwxcm153862,ca,35.0,31204.0,black,beige,the hertz corporation,30000,26250,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Crosstour,EX-L,Hatchback,automatic,5j6tf1h52cl001116,ca,25.0,27308.0,gray,beige,ahfc/honda lease trust/hvt  inc. eot,18850,16600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae1ch094702,ca,19.0,44225.0,black,gray,wells fargo dealer services,11700,10600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac4ch374812,ca,33.0,44051.0,white,tan,hyundai motor finance,15050,15000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe1cm200356,ca,38.0,25421.0,black,black,nissan infiniti lt,25500,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap0cm701073,ca,37.0,27599.0,blue,gray,nissan infiniti lt,19050,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap0cm813016,ca,43.0,18752.0,white,black,nissan infiniti lt,19900,20000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,GMC,Yukon,Denali,SUV,automatic,1gks1eef3cr155968,ca,43.0,64883.0,silver,black,fiserv/usb dealer services northstar exchange,30900,29000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek6cm423192,ca,44.0,11090.0,black,gray,nissan infiniti lt,23800,24000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd6cu193175,ca,19.0,29454.0,black,black,the hertz corporation,19300,14400,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
2012,Hyundai,Veracruz,Limited,SUV,automatic,km8nu4ccxcu197873,ca,45.0,24444.0,silver,yellow,hyundai motor finance,18050,19600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Odyssey,Touring,Minivan,automatic,5fnrl5h96cb012352,ca,46.0,37403.0,silver,gray,barber honda,26800,26500,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Civic,HF,Sedan,automatic,2hgfb2f6xch319922,ca,34.0,24651.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,11700,13400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,2hgfb2f58ch316749,ca,21.0,42543.0,silver,beige,ahfc/honda lease trust/hvt  inc. eot,10700,11000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap1cm810500,ca,38.0,31239.0,black,black,nissan infiniti lt,18700,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Coupe,automatic,2hgfg3b54ch527833,ca,25.0,25315.0,white,gray,ahfc/honda lease trust/hvt  inc. eot,11250,10900,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f67ca075519,ca,43.0,38065.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,12850,14600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2ca599921,ca,42.0,24090.0,white,black,mercedes-benz financial services,22500,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6cm936458,ca,43.0,26216.0,white,black,nissan infiniti lt,22200,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm931902,ca,36.0,28549.0,blue,beige,nissan infiniti lt,21900,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper Clubman,Base,Hatchback,automatic,wmwzf3c59ct189374,ca,36.0,36963.0,white,black,bmw mini financial services,12600,14500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c54ct543907,ca,31.0,15090.0,white,—,bmw mini financial services,15200,14000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Forte,EX,Sedan,automatic,knafu4a25c5582848,ca,39.0,40324.0,white,gray,jpmorgan chase bank n.a.,9300,10000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Jaguar,XJ,Base,Sedan,automatic,sajwa2gb4clv25237,ca,45.0,12912.0,black,beige,jpmorgan chase bank n.a.,47000,49000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c57ct257016,ca,37.0,23278.0,red,—,bmw mini financial services,14550,13000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxcm623350,ca,44.0,31557.0,gray,beige,nissan infiniti lt,21700,23000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb8ca568532,ca,4.0,34837.0,black,black,mercedes-benz financial services,28000,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjlak9cw151871,ca,29.0,33667.0,gray,gray,toyota scion of downtown la,12550,12750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c28c5159629,ca,27.0,45140.0,silver,black,lexus financial services,21300,18500,Wed Jan 07 2015 13:00:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c53ct258129,ca,42.0,54588.0,white,black,bmw mini financial services,12050,13000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm624688,ca,43.0,27289.0,blue,black,nissan infiniti lt,22100,22500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c57cwm04986,ca,37.0,37322.0,green,black,avis corporation,16100,16200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Jaguar,XK,XKR,Convertible,automatic,sajwa4ec4cmb47263,ca,42.0,16234.0,silver,black,jpmorgan chase bank n.a.,53500,53000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c2xc5165951,ca,19.0,97900.0,white,black,lexus financial services,19750,11400,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,QX,QX56,SUV,automatic,jn8az2nf9c9517627,ca,42.0,74806.0,gray,black,dutton motor co,36500,34250,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0cc067913,ca,36.0,47516.0,gray,gray,bell lexus,25900,22500,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm629805,ca,35.0,21927.0,gray,gray,nissan infiniti lt,22600,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek4cm424146,ca,41.0,31584.0,black,black,nissan infiniti lt,21600,22250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c52ct256713,ca,38.0,32031.0,red,black,bmw mini financial services,13850,14000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,CT 200h,Premium,Hatchback,automatic,jthkd5bh6c2094275,ca,45.0,31349.0,white,brown,desert auto trade,20600,24250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg9cl227569,ca,38.0,39702.0,red,black,avis corporation,24900,25000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c59ct256336,ca,3.0,45476.0,red,—,bmw mini financial services,12500,12000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Mazda,Mazda6,i Touring,Sedan,automatic,1yvhz8dh4c5m35208,ca,36.0,47221.0,gray,beige,exeter finance corp,10550,9500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc3cr814701,ca,4.0,34103.0,gray,black,galpin ford studio rentals,14650,13750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0cc077423,ca,43.0,83857.0,white,beige,high bid trading co inc,24300,22000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Kia,Sorento,LX,SUV,automatic,5xykt3a13cg279841,ca,48.0,81598.0,silver,black,kia motors finance,11150,11900,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper Clubman,S,Hatchback,manual,wmwzg3c51cty32037,ca,4.0,17524.0,gray,brown,bmw mini financial services,18150,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Lincoln,Navigator,Base,SUV,automatic,5lmjj2j53cel03507,ca,41.0,33220.0,black,black,ford motor credit company llc pd,32200,32000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c57ct254519,ca,4.0,39841.0,gray,—,bmw mini financial services,13200,13500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Jaguar,XJ,XJL Supercharged,Sedan,automatic,sajwa2ge4cmv26361,ca,33.0,20861.0,black,black,jpmorgan chase bank n.a.,50600,50000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,RX 350,Base,SUV,automatic,2t2bk1ba5cc146110,ca,43.0,33323.0,off-white,beige,century dealer services corp,30000,31500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5cm930375,ca,42.0,33382.0,blue,black,nissan infiniti lt,21400,22500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Kia,Forte,SX,Hatchback,automatic,knafw5a33c5593985,ca,24.0,87145.0,black,black,kia motors finance,8500,7000,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2012,Kia,Sportage,EX,SUV,automatic,kndpc3a21c7247742,ca,38.0,41879.0,blue,gray,i auto sales inc,16000,16500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mazda,Mazda6,i Grand Touring,Sedan,automatic,1yvhz8ch9c5m09768,ca,41.0,33290.0,white,beige,jpmorgan chase bank n.a.,14800,15500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c59ct259088,ca,42.0,16106.0,brown,—,bmw mini financial services,15100,15750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c5xct256359,ca,39.0,18978.0,gray,—,bmw mini financial services,14900,15000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjeag0cc116413,ca,44.0,71702.0,black,black,fiserv/usb dealer services northstar exchange,16250,18250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba5cc069236,ca,42.0,35965.0,gray,gray,lease remarketing services inc,27400,27500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c51ct184970,ca,38.0,32427.0,red,black,bmw mini financial services,13800,13750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg4cl192882,ca,33.0,58226.0,white,black,the hertz corporation,23100,21800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c25c5169633,ca,22.0,49618.0,gray,black,lexus financial services,21300,18800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Jaguar,XJ,Base,Sedan,automatic,sajwa1cb8clv28495,ca,42.0,10743.0,silver,black,desert auto trade,41000,40750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55ct256804,ca,39.0,26366.0,white,—,bmw mini financial services,14300,14000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Jaguar,XK,XKR,Convertible,automatic,sajwa4ec0cmb46109,ca,38.0,14806.0,gray,black,jpmorgan chase bank n.a.,53800,53500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1cm673846,ca,29.0,54252.0,gray,black,the hertz corporation,17800,17300,Thu Feb 19 2015 11:30:00 GMT-0800 (PST)
